Wavelength,300,286,280,270,260,250,240,232,220,204,200,190,179,172,162,151,141,130,120,110,100,90,80,70,60,50,40,32
1500.0,-13.442999999999998,-11.704999999999998,-11.13900000000001,-10.034000000000006,-10.531000000000006,-11.603000000000009,-12.622,-14.244,-15.201999999999998,-15.582000000000008,-13.75200000000001,-11.132000000000005,-10.034000000000006,-8.680999999999997,-8.862000000000009,-9.552000000000007,-10.710999999999999,-13.221000000000004,-16.784999999999997,-18.955,-14.683999999999997,-12.426000000000002,-9.722000000000008,-8.433999999999997,-7.634,-7.266000000000005,-7.13600000000001,-7.25
1500.1,-13.125,-11.837999999999994,-10.992000000000004,-10.171000000000006,-10.427999999999997,-11.783000000000001,-12.738,-14.929000000000002,-16.665000000000006,-15.064999999999998,-13.897000000000006,-11.373000000000005,-9.679000000000002,-9.007000000000005,-9.090000000000003,-9.555000000000007,-11.349999999999994,-14.069000000000003,-18.629999999999995,-17.644000000000005,-14.810000000000002,-12.472999999999999,-9.608000000000004,-8.311000000000007,-7.591999999999999,-7.055999999999997,-7.106999999999999,-7.308000000000007
1500.2,-12.847999999999992,-11.702999999999996,-11.217999999999996,-9.96,-10.556000000000004,-12.122999999999998,-13.005999999999993,-14.615000000000002,-16.270000000000003,-15.732999999999997,-13.419999999999995,-10.713999999999992,-9.520999999999994,-8.707,-9.008999999999993,-9.722999999999992,-11.536999999999999,-14.532000000000004,-18.472,-19.106,-13.889999999999993,-10.972000000000001,-9.217999999999996,-8.211999999999996,-7.350999999999992,-7.121000000000002,-7.089999999999996,-7.234999999999992
1500.3,-12.612000000000002,-11.514999999999993,-10.988999999999997,-10.116000000000007,-10.416000000000004,-11.987000000000002,-13.315999999999995,-14.184999999999995,-17.122999999999998,-13.764000000000003,-12.842999999999996,-10.762999999999998,-9.538000000000004,-8.726000000000006,-9.357999999999997,-10.214999999999996,-12.002999999999993,-14.740000000000002,-18.785999999999994,-17.118000000000002,-13.187000000000005,-10.895000000000003,-9.217999999999996,-7.957000000000001,-7.342000000000006,-7.006999999999998,-7.047999999999995,-7.341000000000001
1500.4,-13.619,-12.007000000000005,-10.805999999999997,-10.343999999999994,-10.742999999999995,-12.607,-13.317999999999998,-15.442999999999998,-16.637,-13.438999999999993,-12.795999999999992,-10.766999999999996,-9.241,-8.843999999999994,-9.200000000000003,-10.236000000000004,-11.944999999999993,-15.552999999999997,-18.424999999999997,-17.426999999999992,-13.174999999999997,-10.475999999999999,-8.979,-7.6200000000000045,-7.197999999999993,-6.878,-7.239999999999995,-7.436999999999998
1500.5,-13.086000000000006,-11.091000000000001,-11.119000000000007,-9.927,-10.985000000000007,-12.54,-13.988000000000007,-15.261000000000003,-18.241999999999997,-14.137000000000008,-12.475000000000001,-10.198,-9.321999999999996,-8.723000000000006,-9.598999999999997,-10.579,-12.866999999999997,-15.896000000000008,-19.293,-17.615000000000002,-12.524000000000008,-10.345000000000006,-8.693999999999996,-7.625999999999998,-7.214999999999996,-7.0020000000000024,-7.401000000000003,-7.509999999999998
1500.6,-12.503000000000007,-11.451,-10.82,-10.330999999999996,-10.881999999999998,-13.18800000000001,-14.68200000000001,-15.859000000000002,-16.56300000000001,-13.247999999999998,-12.288000000000004,-10.232000000000006,-9.308,-8.934000000000005,-9.503999999999998,-11.036999999999999,-12.93200000000001,-16.741000000000007,-21.199999999999996,-16.90500000000001,-12.017000000000003,-9.924,-8.56300000000001,-7.645000000000003,-6.967000000000006,-6.839999999999996,-7.226000000000006,-7.56900000000001
1500.7,-12.44700000000001,-11.496000000000002,-11.015000000000008,-10.074000000000005,-11.823,-12.925000000000004,-14.333999999999996,-16.42300000000001,-17.18500000000001,-12.711999999999996,-12.261000000000003,-9.946000000000005,-9.234000000000002,-8.996000000000002,-9.875999999999998,-11.030000000000008,-13.368000000000002,-18.190000000000005,-18.94400000000001,-15.241999999999997,-11.548000000000009,-9.785000000000004,-8.223000000000006,-7.32,-7.017000000000003,-6.899999999999999,-7.264000000000003,-7.628999999999998
1500.8,-12.842000000000006,-11.418,-10.878999999999998,-10.496000000000002,-11.777999999999999,-13.288999999999994,-14.976000000000006,-15.561,-18.089999999999996,-12.851999999999997,-11.773000000000003,-10.208999999999996,-8.982999999999997,-9.082,-9.743000000000002,-11.348999999999997,-14.716000000000001,-18.181999999999995,-21.993000000000002,-14.637999999999998,-11.256999999999998,-9.387999999999998,-7.988000000000007,-7.303999999999995,-6.934999999999995,-6.824000000000005,-7.374000000000002,-7.68
1500.9,-12.787999999999997,-11.567999999999998,-10.861000000000004,-10.313000000000002,-11.509,-13.366,-14.597999999999999,-16.828000000000003,-16.375,-11.977999999999994,-11.515,-9.808000000000007,-8.962999999999994,-9.099000000000004,-10.302999999999997,-11.959000000000003,-14.11,-19.337999999999994,-17.804000000000002,-14.834000000000003,-10.828999999999994,-9.177999999999997,-7.872,-7.197000000000003,-6.8870000000000005,-6.8629999999999995,-7.397999999999996,-7.944999999999993
1501.0,-12.614000000000004,-11.355000000000004,-10.676000000000002,-10.757999999999996,-11.626999999999995,-13.956000000000003,-16.174999999999997,-15.894000000000005,-17.085000000000008,-12.100999999999999,-11.256,-9.721999999999994,-9.293000000000006,-9.183000000000007,-10.308999999999997,-11.983999999999995,-15.382999999999996,-18.165000000000006,-18.775000000000006,-13.558999999999997,-10.204999999999998,-8.819000000000003,-7.716000000000008,-7.022000000000006,-6.846000000000004,-6.974999999999994,-7.412999999999997,-8.064999999999998
1501.1,-12.154999999999994,-11.149999999999999,-11.223999999999997,-10.515999999999998,-11.845999999999997,-13.788999999999994,-15.690000000000005,-18.062000000000005,-18.6,-12.080999999999996,-10.940000000000005,-9.574999999999996,-9.014999999999993,-9.552,-10.134999999999998,-12.374999999999993,-15.508999999999993,-19.631999999999998,-16.887999999999998,-13.142000000000003,-9.586000000000006,-8.613999999999997,-7.696999999999996,-7.035000000000004,-6.7919999999999945,-7.07,-7.5760000000000005,-8.161999999999999
1501.2,-11.825000000000003,-11.076999999999998,-10.926000000000002,-10.963999999999999,-12.229,-15.201999999999998,-16.319000000000003,-16.816000000000003,-17.485,-11.575000000000003,-11.191000000000003,-9.620999999999995,-9.048000000000002,-9.594999999999999,-10.784999999999997,-12.786000000000001,-16.293999999999997,-20.507000000000005,-16.602999999999994,-12.623999999999995,-9.507000000000005,-8.498999999999995,-7.384,-6.914999999999992,-6.881,-7.072000000000003,-7.784999999999997,-8.313000000000002
1501.3,-12.169000000000004,-11.244999999999997,-10.871000000000002,-10.612000000000002,-12.396000000000008,-14.177,-17.056999999999995,-17.949999999999996,-16.761000000000003,-11.333000000000006,-10.782000000000004,-9.509000000000007,-9.047000000000004,-9.780999999999999,-11.100000000000001,-12.868000000000002,-16.731,-21.232999999999997,-16.767000000000003,-12.178999999999995,-9.122999999999998,-8.217999999999996,-7.1739999999999995,-6.755000000000003,-6.741000000000007,-7.0760000000000005,-7.7989999999999995,-8.488000000000007
