Wavelength,25,30,38,50,60,70,79,90,100,114,120,130,139,149,159,170,181,190,199,210,223,230,240,249,260,270,279,289,300
1500.0,-10.272000000000006,-9.677999999999997,-7.5859999999999985,-8.006,-7.896000000000001,-8.239000000000004,-8.896,-10.710999999999999,-12.989000000000004,-17.47,-17.102000000000004,-15.65100000000001,-11.843000000000004,-9.537999999999997,-8.605000000000004,-8.77600000000001,-8.494,-9.125,-10.765,-12.272000000000006,-16.451000000000008,-17.244,-13.786000000000001,-11.078000000000003,-10.179000000000002,-9.354,-9.524000000000001,-11.075000000000003,-12.338000000000008
1500.1,-10.301000000000002,-9.694000000000003,-7.662999999999997,-7.742000000000004,-7.677000000000007,-8.066000000000003,-8.643,-10.507999999999996,-12.643,-17.433000000000007,-20.826999999999998,-15.959999999999994,-12.102999999999994,-10.308999999999997,-8.894000000000005,-8.689999999999998,-8.622,-8.837000000000003,-10.968000000000004,-12.369,-16.775999999999996,-17.718999999999994,-13.903999999999996,-11.171999999999997,-10.453000000000003,-9.679000000000002,-9.412000000000006,-11.408000000000001,-12.275999999999996
1500.2,-10.083999999999996,-9.565000000000005,-7.565999999999995,-7.6229999999999976,-7.630000000000003,-7.815999999999995,-8.383000000000003,-9.905999999999999,-11.943000000000005,-17.128999999999998,-18.758000000000003,-16.356,-12.401000000000003,-10.443999999999996,-8.749000000000002,-8.594000000000001,-8.362999999999992,-8.856999999999992,-10.222999999999992,-11.904999999999994,-15.701999999999991,-16.666999999999994,-14.481000000000002,-11.288999999999994,-9.960999999999991,-9.621000000000002,-9.582999999999991,-11.300999999999995,-11.890999999999998
1500.3,-10.415,-9.848000000000006,-7.604999999999997,-7.794999999999995,-7.517000000000003,-7.6100000000000065,-7.964000000000006,-9.556999999999995,-11.651000000000003,-15.794000000000004,-18.458999999999996,-16.238999999999997,-12.812999999999995,-10.588000000000001,-8.976999999999997,-8.892999999999994,-8.440000000000005,-8.755999999999993,-10.32,-11.467000000000006,-15.741000000000007,-18.826,-14.671,-11.452000000000005,-10.559999999999995,-9.505999999999993,-9.722000000000001,-11.130000000000003,-12.005000000000003
1500.4,-10.489999999999995,-9.864999999999995,-7.692999999999998,-7.653999999999996,-7.284999999999997,-7.456000000000003,-7.8559999999999945,-9.438000000000002,-10.885999999999996,-15.072999999999993,-17.873000000000005,-17.909999999999997,-13.503,-11.367000000000004,-9.197999999999993,-9.153999999999996,-8.310999999999993,-8.807999999999993,-9.86,-11.429999999999993,-15.867999999999995,-17.073999999999998,-15.126999999999995,-12.132000000000005,-10.518,-9.664999999999992,-9.611000000000004,-11.096000000000004,-11.689999999999998
1500.5,-10.503000000000007,-9.830999999999996,-7.636000000000003,-7.815000000000005,-7.506000000000007,-7.399000000000008,-7.628999999999998,-8.940999999999995,-10.768999999999998,-14.613999999999997,-17.475,-18.931000000000004,-13.954,-11.030000000000008,-9.335,-8.919999999999995,-8.402000000000008,-8.506000000000007,-9.785000000000004,-10.726999999999997,-15.431000000000004,-17.531,-15.443999999999996,-11.934999999999995,-10.928000000000004,-10.038000000000004,-9.446999999999996,-10.911999999999999,-12.018999999999998
1500.6,-10.576,-9.919000000000004,-7.753999999999998,-7.869999999999997,-7.378999999999998,-7.229000000000006,-7.555,-8.589999999999996,-10.017000000000003,-13.994000000000007,-16.895000000000003,-18.92000000000001,-14.095999999999997,-11.562000000000005,-9.844000000000001,-9.036000000000008,-8.323,-8.330000000000005,-9.799,-11.161999999999999,-14.946000000000005,-17.088,-15.893999999999998,-12.18,-10.94100000000001,-9.915,-9.753999999999998,-11.282000000000004,-11.529000000000003
1500.7,-10.57800000000001,-9.911999999999999,-7.889000000000003,-7.612000000000002,-7.220000000000006,-7.140999999999998,-7.3600000000000065,-8.613999999999997,-9.657000000000004,-13.470000000000006,-16.169000000000004,-19.613999999999997,-14.761000000000003,-12.363000000000007,-9.806000000000004,-9.181000000000004,-8.401000000000003,-8.296,-9.249000000000002,-10.324000000000005,-14.18200000000001,-16.756999999999998,-17.062000000000005,-12.80700000000001,-11.399999999999999,-10.128000000000007,-9.586999999999996,-11.128999999999998,-11.708999999999996
1500.8,-10.878000000000007,-10.098000000000006,-7.8899999999999935,-7.609000000000002,-7.142999999999994,-7.155999999999999,-7.208999999999996,-8.213000000000001,-9.443999999999996,-13.041000000000004,-16.488000000000007,-21.434000000000005,-16.056000000000004,-12.883000000000003,-10.178999999999995,-9.415,-8.381000000000007,-8.383000000000003,-9.392000000000003,-10.244999999999997,-14.056999999999995,-17.642999999999994,-16.467000000000006,-12.969000000000001,-11.648999999999994,-10.297999999999995,-9.808,-10.749000000000002,-11.57
1500.9,-10.852999999999994,-10.579999999999998,-8.096999999999994,-8.064999999999998,-7.307000000000002,-7.055000000000007,-7.177000000000007,-8.085999999999999,-9.334000000000003,-12.697999999999993,-14.567999999999998,-19.528000000000006,-15.685000000000002,-12.608000000000004,-10.239999999999995,-9.605000000000004,-8.555999999999997,-8.236000000000004,-9.260000000000005,-10.308999999999997,-13.659999999999997,-17.757999999999996,-16.888999999999996,-12.873000000000005,-11.659999999999997,-10.515,-9.793000000000006,-11.010000000000005,-11.623999999999995
1501.0,-11.061999999999998,-10.39,-8.055000000000007,-7.998000000000005,-7.260000000000005,-6.963000000000008,-6.915999999999997,-7.792000000000002,-9.004000000000005,-12.105000000000004,-14.430999999999997,-20.967,-17.091000000000008,-13.242999999999995,-11.061000000000007,-9.704999999999998,-8.305999999999997,-8.150000000000006,-9.143,-9.644000000000005,-13.185000000000002,-17.25,-17.528999999999996,-13.581000000000003,-11.998999999999995,-10.421000000000006,-9.933999999999997,-10.867000000000004,-11.445999999999998
1501.1,-11.454,-10.475000000000001,-8.196999999999996,-8.036999999999999,-7.244999999999997,-6.868999999999993,-6.895999999999994,-7.7719999999999985,-8.654000000000003,-11.830000000000005,-13.833999999999996,-20.253999999999998,-17.833000000000006,-13.586999999999996,-11.110000000000007,-9.708000000000006,-8.523000000000003,-8.280999999999999,-9.020000000000003,-9.803000000000004,-12.805,-16.306000000000004,-17.622999999999998,-13.547999999999995,-11.79,-10.695,-9.937999999999995,-10.902999999999999,-11.461000000000006
1501.2,-11.561999999999998,-10.385999999999996,-8.316999999999993,-8.027000000000001,-7.2690000000000055,-6.875,-6.757999999999996,-7.474000000000004,-8.448999999999998,-11.549999999999997,-13.439999999999998,-18.578000000000003,-17.917,-14.361999999999995,-11.527000000000001,-10.147999999999996,-8.628,-8.340999999999994,-8.855999999999995,-9.355000000000004,-12.552999999999997,-16.840000000000003,-18.563999999999993,-14.135999999999996,-11.997,-10.706000000000003,-10.072999999999993,-10.768,-11.222999999999999
1501.3,-11.561,-10.827000000000005,-8.524999999999999,-8.225000000000001,-7.2520000000000024,-6.705000000000005,-6.686,-7.280999999999999,-8.204,-10.696000000000005,-12.698,-17.404999999999994,-19.577000000000005,-14.934000000000005,-11.764000000000003,-10.348999999999997,-8.722000000000001,-8.113999999999997,-8.762999999999998,-9.267000000000003,-12.348000000000006,-16.531,-17.473000000000006,-14.068000000000005,-12.277999999999999,-10.783999999999999,-9.880000000000003,-10.973000000000006,-11.174
1501.4,-11.741999999999997,-10.933,-8.704999999999991,-8.333999999999996,-7.414999999999999,-6.761000000000003,-6.606999999999992,-7.204999999999991,-7.842999999999996,-10.445,-12.383000000000003,-17.555,-20.092999999999996,-15.006999999999998,-12.249999999999993,-10.237999999999992,-8.488999999999997,-8.181000000000004,-8.508000000000003,-8.862000000000002,-11.898999999999994,-15.514000000000003,-17.728,-14.678999999999995,-12.928999999999995,-10.642000000000003,-9.987000000000002,-10.627000000000002,-11.190999999999995
